p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ZMYM3	0.000109584319401636	2.15665505365701	0.083	0.011	1	7	ZMYM3
GPATCH11	0.000110093588973172	2.06590208496919	0.083	0.011	1	7	GPATCH11
TXN21	0.000110687293416268	0.624839135437048	0.444	0.159	1	7	TXN2
RUFY31	0.000111118819034585	2.15061316799533	0.083	0.011	1	7	RUFY3
B4GALT71	0.000111866344338644	1.56281834007864	0.139	0.027	1	7	B4GALT7
OGDH2	0.000112409014298645	0.808187324346204	0.194	0.047	1	7	OGDH
EAF22	0.000112452108528948	0.110923082351554	0.306	0.091	1	7	EAF2
DPP9	0.000113233575667076	1.41128479098176	0.139	0.027	1	7	DPP9
TIMM10B1	0.000113323950644263	0.547875977595391	0.222	0.057	1	7	TIMM10B
ZNF5933	0.000113660266583156	1.14029702739212	0.222	0.06	1	7	ZNF593
PTGS11	0.000114778490382101	1.24810695557287	0.083	0.011	1	7	PTGS1
MIR1423	0.000115480049850026	0.747735961976696	0.444	0.165	1	7	MIR142
IFI44L	0.000115631951288408	0.449410401384125	0.639	0.258	1	7	IFI44L
HADH	0.000117302373080647	1.04049919267987	0.167	0.037	1	7	HADH
TM9SF21	0.000118505465157199	0.77545535608491	0.25	0.069	1	7	TM9SF2
VPS39	0.000119103825391777	1.38552123181394	0.111	0.019	1	7	VPS39
FCGR2A2	0.000119576926888437	0.432387339928653	0.278	0.081	1	7	FCGR2A
SMARCC1	0.00011997986257733	0.891840873124115	0.194	0.047	1	7	SMARCC1
RELT2	0.000121631098580223	1.10783610168357	0.194	0.048	1	7	RELT
HSPE11	0.000122065216130664	0.448651482201564	0.556	0.206	1	7	HSPE1
SEC61B1	0.000122605815758635	0.769628635651668	0.722	0.314	1	7	SEC61B
SAT12	0.000123132473736251	0.281201095109972	0.972	0.583	1	7	SAT1
PEX11B1	0.000124016545716938	1.40101132120023	0.167	0.038	1	7	PEX11B
NBPF102	0.000124959759806009	0.621956167260233	0.25	0.069	1	7	NBPF10
ZFR1	0.000125279734600123	0.975096038007802	0.167	0.037	1	7	ZFR
TOP2B	0.000126270670014192	0.451735570058211	0.167	0.037	1	7	TOP2B
CFL14	0.000126845792491244	0.467229512565855	1	0.91	1	7	CFL1
SKAP23	0.000127356643960947	0.954552226665108	0.222	0.059	1	7	SKAP2
ZNF780A	0.000127415804148385	0.986655289400453	0.139	0.027	1	7	ZNF780A
TIMM101	0.000127481339763797	1.1032843654256	0.25	0.071	1	7	TIMM10
ESD	0.000128000142704862	0.779611260477362	0.306	0.095	1	7	ESD
LMBR1L	0.000129396543547375	1.10703701792974	0.167	0.037	1	7	LMBR1L
PTPN1	0.000129470128695999	1.0473907999577	0.25	0.071	1	7	PTPN1
RAP2B	0.000129761633588767	1.64255763795167	0.167	0.038	1	7	RAP2B
MRPL14	0.000129843890280629	2.0559429180059	0.417	0.152	1	7	MRPL14
TIA11	0.00013284923838197	1.06920503830487	0.222	0.059	1	7	TIA1
RPS6KA3	0.000134245285033985	1.33474624394619	0.167	0.038	1	7	RPS6KA3
SLC16A32	0.000134735916549201	0.492035576501429	0.25	0.069	1	7	SLC16A3
C1orf432	0.000135710125765736	0.715932856832319	0.556	0.222	1	7	C1orf43
FKBP1A2	0.000136538983786274	0.536809466734698	0.889	0.456	1	7	FKBP1A
CACUL11	0.000138809445669123	1.50841076300926	0.167	0.038	1	7	CACUL1
SAMD8	0.000139454176016904	1.81773326745614	0.111	0.019	1	7	SAMD8
LINC001523	0.000139987861949215	0.519014508961965	0.306	0.094	1	7	LINC00152
ZDHHC241	0.000141599279069805	1.4357074389641	0.194	0.049	1	7	ZDHHC24
APP	0.000144627281026141	2.01345601414475	0.167	0.039	1	7	APP
GDI22	0.000146303436740258	1.69746467514963	0.611	0.298	1	7	GDI2
ERLIN21	0.000146646522864634	2.1634794263055	0.083	0.012	1	7	ERLIN2
TSPYL4	0.000149185215361198	1.31301828328208	0.111	0.019	1	7	TSPYL4
ATF51	0.000149808218053657	1.9228298622348	0.139	0.029	1	7	ATF5
NOTCH2NL3	0.00015036340834648	1.04024130872931	0.306	0.099	1	7	NOTCH2NL
WDR18	0.000151010988029864	0.761770513683401	0.222	0.059	1	7	WDR18
SLC35F5	0.000151327991226306	2.05432342902111	0.083	0.012	1	7	SLC35F5
NUPL2	0.000153282859699555	0.418049544062468	0.222	0.058	1	7	NUPL2
PMVK1	0.000153568666373176	0.251753630016776	0.417	0.142	1	7	PMVK
TREM11	0.000154715818817057	1.49828318363134	0.139	0.029	1	7	TREM1
MVK	0.000155452281359298	1.76383530239038	0.083	0.012	1	7	MVK
GTF3C3	0.000155452300665585	1.75832335874423	0.083	0.012	1	7	GTF3C3
C3orf62	0.000155452300665585	1.50434404452877	0.083	0.012	1	7	C3orf62
ABHD152	0.000156149887817012	1.35880222824238	0.083	0.012	1	7	ABHD15
GPR1601	0.00015685042048476	1.60073715211359	0.083	0.012	1	7	GPR160
MTCH1	0.000157492777340281	0.838481140488711	0.389	0.139	1	7	MTCH1
MX22	0.00016184798344116	0.69071786466829	0.333	0.108	1	7	MX2
AIMP22	0.000165408503602823	1.19715979427793	0.194	0.049	1	7	AIMP2
PPARGC1B2	0.000165574809536187	3.28583429961052	0.056	0.006	1	7	PPARGC1B
ALG2	0.000166601901223286	2.01390470842958	0.139	0.029	1	7	ALG2
ZNF326	0.000166658369263164	1.07464776441353	0.139	0.028	1	7	ZNF326
MLH1	0.000167147755918753	1.02536940789089	0.139	0.028	1	7	MLH1
SRP721	0.000168957647838301	0.50538366432201	0.444	0.16	1	7	SRP72
RPL26L11	0.000169177111383509	0.491357098650495	0.278	0.082	1	7	RPL26L1
AGFG11	0.000169334938009144	1.78855256555921	0.111	0.02	1	7	AGFG1
ALKBH71	0.000171011051237636	0.50624666218831	0.583	0.23	1	7	ALKBH7
GTF3C61	0.000171017158835064	0.571799027818649	0.417	0.146	1	7	GTF3C6
TLN12	0.000171656404001619	0.72905063944786	0.361	0.123	1	7	TLN1
PITHD11	0.000171689793142562	0.349341899951806	0.389	0.132	1	7	PITHD1
C19orf701	0.000172617640878796	0.56437167024714	0.556	0.216	1	7	C19orf70
MCMBP1	0.000174003213608535	0.981607727092987	0.222	0.06	1	7	MCMBP
SCRIB	0.000174105917054029	3.26186847853836	0.056	0.006	1	7	SCRIB
FAM211A	0.000176537853836811	1.01099824389476	0.167	0.038	1	7	FAM211A
ITGA5	0.000176559440636514	1.50960197806378	0.111	0.02	1	7	ITGA5
MTHFD22	0.000176722207852185	1.27451390440891	0.25	0.073	1	7	MTHFD2
DECR12	0.000176996703700293	0.690983228147696	0.472	0.182	1	7	DECR1
CD300A3	0.000178215049609596	0.637304005351076	0.361	0.122	1	7	CD300A
C7orf13	0.000178524884351982	2.48696229738196	0.056	0.006	1	7	C7orf13
GADD45B1	0.000179178853810432	0.477571139095346	0.556	0.23	1	7	GADD45B
DLGAP3	0.000180773711647436	2.9771696575312	0.056	0.006	1	7	DLGAP3
AC005076.5	0.000180773711647436	2.78438805788283	0.056	0.006	1	7	AC005076.5
TRAF41	0.000181134760484253	2.04698384208515	0.111	0.02	1	7	TRAF4
DEK1	0.000182700557787971	0.478554946301302	0.583	0.224	1	7	DEK
PAK2	0.000183421526487656	0.667649592912675	0.333	0.108	1	7	PAK2
FAM98C	0.000183521026742837	0.971680029457343	0.194	0.049	1	7	FAM98C
SIRPA1	0.000184073069075508	1.4515409505113	0.111	0.02	1	7	SIRPA
P2RY141	0.000184196944914235	2.31687767061391	0.056	0.006	1	7	P2RY14
PVRL21	0.000184196944914235	2.51022032650892	0.056	0.006	1	7	PVRL2
RRS11	0.000185294205140242	0.710007238266981	0.222	0.06	1	7	RRS1
CD2AP	0.000185354194659057	0.723230924607917	0.111	0.02	1	7	CD2AP
SLC26A2	0.000186512855881562	2.12979336423947	0.056	0.006	1	7	SLC26A2
EPS81	0.000186512855881562	2.46857197734245	0.056	0.006	1	7	EPS8
AC007228.91	0.000186512855881562	2.22253085220101	0.056	0.006	1	7	AC007228.9
MED13L	0.000189412542385512	1.91574606243709	0.111	0.02	1	7	MED13L
GNAS2	0.000190717982078953	0.692895455070186	0.667	0.293	1	7	GNAS
CHCHD23	0.000191935755630454	0.512099499438519	0.972	0.703	1	7	CHCHD2
HDDC3	0.000191959192886133	0.727108896538117	0.222	0.06	1	7	HDDC3
HBEGF1	0.00019391364186448	2.10830983603962	0.083	0.012	1	7	HBEGF
TXNDC172	0.000195172198146418	0.524079896707728	0.333	0.109	1	7	TXNDC17
XAF12	0.000195735562174608	0.799368924208511	0.528	0.205	1	7	XAF1
SLC39A12	0.000196373481031521	0.81303389319112	0.222	0.06	1	7	SLC39A1
SYVN11	0.000196929650893362	0.329203274163267	0.139	0.029	1	7	SYVN1
IWS1	0.000198407075112334	1.1947910442323	0.167	0.039	1	7	IWS1
YY1AP1	0.000200007078160374	1.07464999517721	0.194	0.05	1	7	YY1AP1
AURKAIP12	0.000201063332238884	0.713182918634813	0.639	0.28	1	7	AURKAIP1
AC008964.1	0.000202537013057544	2.10284271023842	0.083	0.012	1	7	AC008964.1
TIMM501	0.000203941966619571	0.782373371971778	0.194	0.049	1	7	TIMM50
TEX10	0.000204304365617475	1.84354554276664	0.083	0.012	1	7	TEX10
FASTK	0.000205015428744109	0.861205307184743	0.25	0.072	1	7	FASTK
KLHL6	0.000205636557494788	1.47784584511194	0.111	0.02	1	7	KLHL6
F13A1	0.00020608619733106	1.07714954828185	0.083	0.012	1	7	F13A1
KIAA0226L1	0.000207753963329064	1.44987134011012	0.111	0.02	1	7	KIAA0226L
BICD2	0.000208464311546174	1.50680697338993	0.111	0.02	1	7	BICD2
BLOC1S12	0.000211044429704971	0.574442713088931	0.667	0.306	1	7	BLOC1S1
RP11-147L13.2	0.000212438225922138	1.62055654005261	0.083	0.012	1	7	RP11-147L13.2
NUDT141	0.000215388395419898	2.13614752962561	0.111	0.02	1	7	NUDT14
USP39	0.000215810528220769	1.23608261891364	0.167	0.039	1	7	USP39
MED28	0.000216198258547467	0.576083329025884	0.444	0.166	1	7	MED28
FAM49B2	0.000216272094022485	0.627316508060004	0.639	0.297	1	7	FAM49B
TRAF71	0.000217419210726816	1.27678444994258	0.167	0.039	1	7	TRAF7
RAB1B2	0.000218323246640331	0.878463340493599	0.222	0.062	1	7	RAB1B
LILRA12	0.000219203108616936	1.71608167320621	0.167	0.04	1	7	LILRA1
IPO91	0.000226834275023697	1.57984384909305	0.139	0.029	1	7	IPO9
RNFT1	0.000231528606034009	1.34434525352643	0.194	0.051	1	7	RNFT1
ATG4B1	0.000233177821173846	0.751377944816172	0.222	0.06	1	7	ATG4B
FAM192A1	0.000234533741815809	0.719808021576492	0.278	0.085	1	7	FAM192A
SENP6	0.000235092100453087	1.25695744701809	0.194	0.051	1	7	SENP6
RC3H2	0.000235101609151752	1.78759117707473	0.111	0.02	1	7	RC3H2
FLYWCH21	0.000235793779152967	0.939582152561026	0.25	0.074	1	7	FLYWCH2
KIAA2026	0.000235873770087802	1.05229871069253	0.167	0.039	1	7	KIAA2026
TMEM431	0.0002383079847877	0.620174523933962	0.194	0.049	1	7	TMEM43
NUBP11	0.000239380141252868	1.4071776877256	0.25	0.077	1	7	NUBP1
ZNF451	0.000242044540979408	1.23162225396419	0.139	0.029	1	7	ZNF451
NT5C2	0.000243569300875117	0.321436168870746	0.361	0.123	1	7	NT5C
LEO1	0.000244785564074237	1.26703343033931	0.139	0.029	1	7	LEO1
KB-1208A12.3	0.000247259450913511	2.16033571328817	0.083	0.012	1	7	KB-1208A12.3
PARVB1	0.000247554070094956	1.1209215877537	0.194	0.051	1	7	PARVB
MAPKAPK21	0.000247555678745923	1.31537044759518	0.139	0.029	1	7	MAPKAPK2
COMMD31	0.000248557594458739	2.28931712744688	0.361	0.124	1	7	COMMD3
ATXN2L	0.000250106253972323	0.55862681854492	0.25	0.072	1	7	ATXN2L
CBX6	0.00025176603725654	0.985198249353071	0.139	0.029	1	7	CBX6
PPP2R3C2	0.000252206389777476	0.847552680508682	0.25	0.075	1	7	PPP2R3C
MAP7D3	0.000253939460315844	1.44136866545885	0.111	0.02	1	7	MAP7D3
TRMT11	0.000254963532355449	1.00788197969893	0.25	0.075	1	7	TRMT1
DDX54	0.00025690906727652	0.731946361584773	0.222	0.061	1	7	DDX54
SUB12	0.00025879815286655	0.574444983392845	0.667	0.296	1	7	SUB1
NR4A21	0.000259758618917348	0.903355223444293	0.472	0.196	1	7	NR4A2
GSTO12	0.000260164908322901	0.378229478887159	0.667	0.284	1	7	GSTO1
ARRB22	0.00026259182390986	0.360108160234933	0.611	0.25	1	7	ARRB2
MRPL31	0.000264764976284781	0.697756168909104	0.333	0.111	1	7	MRPL3
PLCD1	0.000265666520394228	1.84239720711427	0.083	0.012	1	7	PLCD1
TMEM86A	0.000266188410713088	5.25627630660857	0.028	0.002	1	7	TMEM86A
CDH26	0.000266188410713088	4.59759564001554	0.028	0.002	1	7	CDH26
RP11-489E7.41	0.000266783712918041	0.733182708145504	0.222	0.061	1	7	RP11-489E7.4
RXRB	0.000267177145026554	1.30361587184413	0.167	0.04	1	7	RXRB
YBX33	0.000267229813475661	0.809786047496575	0.306	0.101	1	7	YBX3
CD591	0.000267843598714791	0.828627621719753	0.222	0.061	1	7	CD59
NT5DC2	0.000269196691110477	4.40277460948381	0.028	0.002	1	7	NT5DC2
RP11-213H15.1	0.000269196691110477	4.72868135803209	0.028	0.002	1	7	RP11-213H15.1
TXLNA	0.000270180492131842	1.889355935791	0.083	0.012	1	7	TXLNA
CXorf381	0.000270559416960812	1.10008018331667	0.111	0.02	1	7	CXorf38
RAB342	0.000270594897161157	1.30276297622248	0.167	0.041	1	7	RAB34
PP13439	0.00027223681688453	4.39686543542604	0.028	0.002	1	7	PP13439
LRRC16A	0.00027223681688453	4.33487978257542	0.028	0.002	1	7	LRRC16A
HM132	0.000272772360156848	0.753713281390984	0.389	0.139	1	7	HM13
PIDD	0.000274766263431606	1.65422974583534	0.083	0.012	1	7	PIDD
TBX19	0.000275309099481363	3.6912253591421	0.028	0.002	1	7	TBX19
BMP1	0.000275309099481363	3.69957304655933	0.028	0.002	1	7	BMP1
RP11-89K10.1	0.000275309099481363	3.82139531930238	0.028	0.002	1	7	RP11-89K10.1
MYH10	0.000275309099481363	3.53421382437155	0.028	0.002	1	7	MYH10
AC000003.2	0.000275309099481363	4.06867624841002	0.028	0.002	1	7	AC000003.2
SCN1B	0.000275309099481363	2.89025247611398	0.028	0.002	1	7	SCN1B
GBA2	0.000277086408525744	1.50247293452738	0.083	0.012	1	7	GBA2
BRD21	0.000277496421040457	0.683345374242782	0.417	0.155	1	7	BRD2
LAMTOR5-AS1	0.000278413853101284	3.17527433852227	0.028	0.002	1	7	LAMTOR5-AS1
RP11-96K19.21	0.000278413853101284	3.22479227936118	0.028	0.002	1	7	RP11-96K19.2
CTTNBP2NL	0.000278413853101284	4.06613460795132	0.028	0.002	1	7	CTTNBP2NL
OAZ31	0.000278413853101284	3.20008665863376	0.028	0.002	1	7	OAZ3
ASAP2	0.000278413853101284	2.65784416489639	0.028	0.002	1	7	ASAP2
RP11-191L17.1	0.000278413853101284	3.55178973802733	0.028	0.002	1	7	RP11-191L17.1
CNRIP1	0.000278413853101284	3.05942250628635	0.028	0.002	1	7	CNRIP1
RP11-141B14.1	0.000278413853101284	0.351842625054529	0.028	0.002	1	7	RP11-141B14.1
CTC-428G20.3	0.000278413853101284	3.66528772940501	0.028	0.002	1	7	CTC-428G20.3
ALDH7A1	0.000278413853101284	3.9644176197535	0.028	0.002	1	7	ALDH7A1
PDGFRB1	0.000278413853101284	2.8711765813041	0.028	0.002	1	7	PDGFRB
UST1	0.000278413853101284	3.26905863974775	0.028	0.002	1	7	UST
RP1-266L20.21	0.000278413853101284	3.05395266733895	0.028	0.002	1	7	RP1-266L20.2
RP5-894D12.31	0.000278413853101284	3.63566678287778	0.028	0.002	1	7	RP5-894D12.3
MICALL2	0.000278413853101284	3.30798639234041	0.028	0.002	1	7	MICALL2
HOXA10	0.000278413853101284	3.60833858492245	0.028	0.002	1	7	HOXA10
VSIG4	0.000278413853101284	3.08233273031946	0.028	0.002	1	7	VSIG4
ZBTB26	0.000278413853101284	2.89183943252159	0.028	0.002	1	7	ZBTB26
NTNG2	0.000278413853101284	3.67330100492293	0.028	0.002	1	7	NTNG2
GSTO2	0.000278413853101284	3.56547730368411	0.028	0.002	1	7	GSTO2
RP11-432J24.21	0.000278413853101284	2.73186864737544	0.028	0.002	1	7	RP11-432J24.2
FOSL11	0.000278413853101284	3.51025032881994	0.028	0.002	1	7	FOSL1
RP11-315O6.1	0.000278413853101284	3.01034815350197	0.028	0.002	1	7	RP11-315O6.1
RP11-8L8.2	0.000278413853101284	4.2547801739022	0.028	0.002	1	7	RP11-8L8.2
FAM81A	0.000278413853101284	2.94581270399105	0.028	0.002	1	7	FAM81A
RP11-388M20.1	0.000278413853101284	3.60067681949481	0.028	0.002	1	7	RP11-388M20.1
GPT2	0.000278413853101284	3.17105387834001	0.028	0.002	1	7	GPT2
KIAA0895L	0.000278413853101284	3.61675846404115	0.028	0.002	1	7	KIAA0895L
RP11-1055B8.7	0.000278413853101284	2.18747670863244	0.028	0.002	1	7	RP11-1055B8.7
SDCBP2	0.000278413853101284	3.07116898063125	0.028	0.002	1	7	SDCBP2
BTBD3	0.000278413853101284	3.8800930181809	0.028	0.002	1	7	BTBD3
FITM2	0.000278413853101284	3.518135076985	0.028	0.002	1	7	FITM2
CTC-425F1.4	0.000278413853101284	3.44680283022877	0.028	0.002	1	7	CTC-425F1.4
XXbac-B476C20.9	0.000278413853101284	3.58642862963107	0.028	0.002	1	7	XXbac-B476C20.9
C14orf22	0.000278823941583889	0.873020914531697	0.417	0.166	1	7	C14orf2
SGK12	0.000280503415593565	1.28963281916039	0.167	0.041	1	7	SGK1
KDM2B	0.000280759417191413	1.29766370947069	0.167	0.04	1	7	KDM2B
USP71	0.00028148405613156	0.854056728199962	0.139	0.03	1	7	USP7
COX16	0.00028829303441071	0.619490378675384	0.389	0.138	1	7	COX16
TRUB2	0.000290195988835661	0.808955462868546	0.139	0.03	1	7	TRUB2
SERINC21	0.000296579370119478	3.06504752264691	0.056	0.006	1	7	SERINC2
TIMP12	0.000297660882728714	0.314425145424701	0.722	0.32	1	7	TIMP1
RP11-1407O15.2	0.000298333735007169	2.80080897669844	0.056	0.006	1	7	RP11-1407O15.2
ABHD16A1	0.000301279439534172	1.51415200062892	0.111	0.021	1	7	ABHD16A
UBN12	0.000301598084165528	1.10171867667127	0.194	0.051	1	7	UBN1
PTPLAD21	0.000303518502311798	1.07608020167327	0.278	0.09	1	7	PTPLAD2
GPR422	0.000303655323774426	2.6978378802755	0.056	0.006	1	7	GPR42
ACTR1A2	0.000304090744410434	1.89786861804036	0.278	0.089	1	7	ACTR1A
NPC22	0.000304257540784944	0.856387341891266	0.806	0.41	1	7	NPC2
TRAPPC2P1	0.000306715405416215	1.06571922753545	0.167	0.04	1	7	TRAPPC2P1
ITGB72	0.00030684169758302	0.365292105934742	0.389	0.136	1	7	ITGB7
ARHGEF121	0.000309065704037399	2.49914832257462	0.056	0.006	1	7	ARHGEF12
FNTB	0.000309065704037399	2.24098460749204	0.056	0.006	1	7	FNTB
YBX12	0.00030974898799637	0.501853245923083	1	0.81	1	7	YBX1
PIK3R2	0.00031088913113465	2.19160279953905	0.056	0.006	1	7	PIK3R2
NCOA41	0.000314180560210736	0.276620817267288	0.389	0.139	1	7	NCOA4
LACE1	0.000314566241859695	2.34967327530118	0.056	0.006	1	7	LACE1
RAB39B	0.000314566241859695	2.6051105645994	0.056	0.006	1	7	RAB39B
TMEM135	0.000314566241859695	1.68279012353012	0.056	0.006	1	7	TMEM135
SACS	0.000314566241859695	2.32966159742492	0.056	0.006	1	7	SACS
PSMG4	0.000321461923940453	0.795677381144777	0.222	0.062	1	7	PSMG4
APEX21	0.000321580374322691	1.70171833732068	0.111	0.021	1	7	APEX2
TPRKB	0.000322124578717702	0.789213335457812	0.222	0.063	1	7	TPRKB
LILRB32	0.000327182839498374	1.39673017116997	0.167	0.041	1	7	LILRB3
PCF11	0.00032776966446267	1.07623016844603	0.194	0.051	1	7	PCF11
C1QBP1	0.000329094467764838	0.498627832246314	0.778	0.364	1	7	C1QBP
TOMM34	0.000329703343808334	2.16599485381435	0.083	0.013	1	7	TOMM34
ZGLP11	0.000331058132483807	2.0551985878793	0.083	0.013	1	7	ZGLP1
THAP9-AS1	0.000332260057419449	0.858990369568335	0.222	0.063	1	7	THAP9-AS1
TMEM242	0.000333084192915697	0.141944428068779	0.25	0.073	1	7	TMEM242
ETF11	0.000334817096103134	0.840781618385413	0.194	0.051	1	7	ETF1
WDR74	0.000337051771782668	0.710620947840993	0.306	0.1	1	7	WDR74
NSL1	0.000338413683116223	0.77276715929916	0.278	0.088	1	7	NSL1
AK31	0.000339113369067696	0.706137572969457	0.194	0.051	1	7	AK3
ATP6V1F2	0.000339272301296477	0.526552141619177	0.778	0.365	1	7	ATP6V1F
MRPL55	0.000339714132885074	0.793416282078043	0.444	0.171	1	7	MRPL55
WWP2	0.00034069088792429	1.72316084306809	0.139	0.031	1	7	WWP2
PPP1CB	0.000345254527157475	0.7026374476767	0.25	0.074	1	7	PPP1CB
YPEL2	0.000345280374301747	0.123491736253552	0.111	0.021	1	7	YPEL2
TTLL5	0.000347727147556112	2.00302188105046	0.083	0.013	1	7	TTLL5
GLUD11	0.000348490396320405	0.561836652106936	0.361	0.126	1	7	GLUD1
XXYLT1	0.000349151097968088	2.06855718036818	0.083	0.013	1	7	XXYLT1
USP38	0.000349761261340231	0.696778699585145	0.111	0.021	1	7	USP38
MDN1	0.000350580501082193	1.7596371034021	0.083	0.013	1	7	MDN1
HEXB2	0.000350587097339073	0.838244896207488	0.306	0.103	1	7	HEXB
GMNN1	0.000352015376139112	1.96577335344245	0.083	0.013	1	7	GMNN
RPN12	0.000353927207695914	0.697222316752162	0.333	0.114	1	7	RPN1
RNF4	0.000358141056227526	0.899072905077968	0.194	0.051	1	7	RNF4
DTX2	0.000360740622481375	1.60175828198196	0.083	0.013	1	7	DTX2
SMIM141	0.000361682743064009	0.207723298558406	0.306	0.099	1	7	SMIM14
BMPR2	0.000362214345033138	0.944379761619422	0.083	0.013	1	7	BMPR2
RIPK21	0.000362407391403804	1.22855945177915	0.222	0.065	1	7	RIPK2
LCOR	0.000364610026437896	1.25689224483254	0.139	0.03	1	7	LCOR
SLC25A52	0.000366078403621236	1.07708049335779	0.833	0.5	1	7	SLC25A5
DHRS4L21	0.000369355102360832	1.97060713456052	0.333	0.116	1	7	DHRS4L2
ZNF652	0.00036955829658803	1.13852478187993	0.139	0.03	1	7	ZNF652
ADPGK1	0.000373068989253237	0.745386102260632	0.306	0.102	1	7	ADPGK
MTDH	0.00037506832942155	0.59390161237925	0.639	0.27	1	7	MTDH
MYADM2	0.000377137711843832	0.440435721376913	0.472	0.187	1	7	MYADM
TPI13	0.00037841670448466	0.542860047830244	0.861	0.5	1	7	TPI1
C11orf48	0.000380691559518149	0.278258022357147	0.389	0.136	1	7	C11orf48
RTFDC11	0.000382883472618741	0.319543545889098	0.528	0.205	1	7	RTFDC1
CTBP23	0.000386562490325552	4.54789229604417	0.111	0.021	1	7	CTBP2
USP9X	0.000387896695875527	1.12199563152594	0.139	0.03	1	7	USP9X
SIGLEC73	0.000388859040792711	1.12140810806273	0.111	0.021	1	7	SIGLEC7
ACIN1	0.000389674833419557	1.12190192783191	0.194	0.053	1	7	ACIN1
TLR101	0.000390105248248128	1.19424395452047	0.111	0.021	1	7	TLR10
ACAT11	0.000391583521781533	0.795342974807238	0.222	0.063	1	7	ACAT1
VAMP71	0.000397106102596849	0.587230425448259	0.222	0.063	1	7	VAMP7
MYD882	0.00039802672276013	0.563804160648084	0.361	0.127	1	7	MYD88
APLP22	0.00039930508003894	0.713232781091437	0.417	0.161	1	7	APLP2
NPC1	0.000399862473238983	2.47546528096446	0.083	0.013	1	7	NPC1
ZNF672	0.000412374177702335	1.73048744247425	0.139	0.031	1	7	ZNF672
FBXO25	0.000412722464015346	0.860143357896983	0.167	0.041	1	7	FBXO25
POLR2H1	0.000413266102017172	0.481503173777332	0.278	0.087	1	7	POLR2H
CAPZA22	0.000413926462293805	0.509169005586937	0.5	0.205	1	7	CAPZA2
MARCH21	0.000414018667768717	0.820552180250069	0.194	0.053	1	7	MARCH2
AKR7A21	0.000416972700516758	0.604150989650422	0.361	0.129	1	7	AKR7A2
PPP6R2	0.0004178636186496	1.52755951778654	0.139	0.031	1	7	PPP6R2
RNPEP2	0.000417983250908439	0.76655110456809	0.278	0.09	1	7	RNPEP
ARRDC11	0.000419351006692647	0.627699799896361	0.306	0.101	1	7	ARRDC1
ARCN1	0.000421130426436064	0.913657120690605	0.167	0.041	1	7	ARCN1
PRPF40A1	0.000422822348922532	0.549407146979851	0.361	0.127	1	7	PRPF40A
SNW11	0.000428270500478796	0.22969714130339	0.389	0.137	1	7	SNW1
TMEM14C1	0.000438727655969379	0.660259522909667	0.389	0.149	1	7	TMEM14C
SRA12	0.000440420137992717	0.416461631038722	0.306	0.103	1	7	SRA1
DRAP12	0.000441051100065623	0.36677219938298	0.917	0.456	1	7	DRAP1
SEH1L	0.000444939611676875	1.91512871083634	0.111	0.022	1	7	SEH1L
TMEM259	0.000446363925659967	0.742693572729934	0.25	0.076	1	7	TMEM259
NDUFV22	0.000447246256146898	0.507553683788691	0.639	0.275	1	7	NDUFV2
SNX91	0.000451105877329904	0.642953889016242	0.167	0.041	1	7	SNX9
IER31	0.000456908729203155	0.525160115292735	0.139	0.031	1	7	IER3
TMEM92	0.00045944863613762	1.24430572537816	0.139	0.031	1	7	TMEM9
TRIB11	0.000461899287567039	1.69027397183087	0.111	0.022	1	7	TRIB1
SAP30BP1	0.000462538480249921	0.469830235924963	0.306	0.101	1	7	SAP30BP
TRAF6	0.00046276780855978	1.17089704871078	0.111	0.021	1	7	TRAF6
JAK21	0.00046326544073621	1.74087615115258	0.083	0.013	1	7	JAK2
ATIC	0.000464796486040842	0.789112311550757	0.278	0.089	1	7	ATIC
ZNF5812	0.00046621916192715	0.745236382975472	0.306	0.103	1	7	ZNF581
COX6A12	0.000467550485190132	0.408375091389689	0.917	0.47	1	7	COX6A1
KCTD5	0.000467970351622439	1.32282548439249	0.139	0.031	1	7	KCTD5
DPM21	0.00046815376013892	0.650713361147552	0.25	0.076	1	7	DPM2
BAK11	0.000470171787777079	0.742006517063167	0.167	0.041	1	7	BAK1
IVNS1ABP1	0.000470772550328264	0.681668802185138	0.222	0.064	1	7	IVNS1ABP
CLTA2	0.000470804807716007	0.580399269713578	0.639	0.284	1	7	CLTA
ASGR11	0.000473856579391486	0.242596487084341	0.25	0.076	1	7	ASGR1
MYO5A	0.000474390927236118	1.42875303514801	0.083	0.013	1	7	MYO5A
VPS33B	0.000474390927236118	1.4679678005664	0.083	0.013	1	7	VPS33B
CBX5	0.000475380181431095	1.0414744356721	0.167	0.042	1	7	CBX5
MSRB12	0.000475527647913518	0.750409157518697	0.306	0.105	1	7	MSRB1
POP1	0.000475531011163005	2.87265110606341	0.056	0.006	1	7	POP1
SERTAD31	0.000477246711149519	0.771903765421276	0.194	0.053	1	7	SERTAD3
GNPDA1	0.000479143619838596	1.12513884161772	0.139	0.031	1	7	GNPDA1
RP11-386G11.51	0.000480854620244278	2.82795336414885	0.056	0.006	1	7	RP11-386G11.5
PBRM11	0.000483011199630107	0.914647821795995	0.167	0.042	1	7	PBRM1
CD3EAP1	0.000486233775075046	2.39344067342823	0.056	0.006	1	7	CD3EAP
ZFP57	0.000491669007166434	2.51110023587543	0.056	0.006	1	7	ZFP57
